voter_id,election_id,ballot_id,candidate_choice,timestamp,registration_hash,encrypted_vote,signature,blind_signature,zkp_proof,threshold_shares,ballot_status,is_verified,tally_share,audit_trail_hash,event_type,action_notes
S3Z7P26KBEVC,2025E2,B02225,CandidateA,2025-09-20T17:51:00,reg_sg9riqcl8bz6x0wn,enc_bc3xuvb9cwneo1sl,sig_7ased1bj6pcbctcc,bsgn_zeffqibc8gg69ffz,zkp_8aq3hlc4bdxiexo3,"share_rdm8smbbh64fnltq,share_jlsjnfezbb9ww2nz,share_2c7l8o3l0rrv2izm",submitted,True,tally_obwjbg0pq1l98q3o,31fd637072a660273d19c7eaf6f43f48ca8067c9222f3e039b2cc6606ff80734,verification,Late ballot
IIIXDHJK4XFD,2025E3,B02226,CandidateE,2025-09-20T13:32:00,reg_v5x5397rfn8vgl0j,enc_kx2joe25iexfsvdf,sig_3aqk7kfxxjh46289,bsgn_yfpw92ese78li469,zkp_41d9jrlycu53nsns,"share_co9tkyi9tnjjoifr,share_ph5a964bhad7on5v,share_8i7fmsqll9egpb0n",submitted,True,tally_zcmqfvzjv5wbc2ul,47da7979155546dba04db1408d11849fa5c851045f7454e19910c2f4299fa467,registration,Late ballot
133JL41OAA02,2025E1,B02227,CandidateC,2025-09-20T17:07:00,reg_imwplobyjipv4pco,enc_ghlks6uk79lbudwu,sig_4a9dopo3mii1eg87,bsgn_5ezmsspykv96hvl5,zkp_jl3buuoshug7qki8,"share_tz0aika125rrwtu4,share_w5v9frryzxky8ljw,share_xuzuoe3tuatke640",invalid,True,tally_w1hf53ttg7c763jq,e165e9da348d587fa0410eafe95f7aab3714f2c1c63443a12b8ef22c4eac6a84,verification,Late ballot
4SPO4SEDZIUF,2025E2,B02228,CandidateE,2025-09-20T17:37:00,reg_60uwpsvrppzflw8e,enc_pnzfa9q51p9xyqk2,sig_zebgo92afj5n5jwj,bsgn_7cawfjmgb1xntxx2,zkp_32qg3zbe7kb8fswr,"share_df6nec1sxu7e7m1j,share_fkviqsyjoe5npptf,share_jy69d38dosb3k4j4",created,False,tally_w8wgri0nuq23ex0e,67fa37c919c3f80a156e0514ee3e3175aa66eb517929f00a2c94511cbbcdf569,audit,OK
5DY2K4XNTI3Y,2025E2,B02229,CandidateB,2025-09-20T11:08:00,reg_z6o92vmqfl9qcort,enc_5gos2s6em1f34xui,sig_lf1c2a28hh7n4zkm,bsgn_rzbly5so26fy24hp,zkp_mbwh2kr1z4gxdshj,"share_s2hqu3qf2b8n82gv,share_jspb20xpbjw376ds,share_i407jvf84hv4spa0",submitted,False,tally_181201p01j3yywq4,f82eda614f0e5d7f9d4f386d35aa5e6addb2518decd4f2abab6ce1d7e5ade5fc,registration,No issue
YYGUFBDATG7P,2025E2,B02230,CandidateC,2025-09-20T08:16:00,reg_0mdf9bg3w8tgfw0d,enc_yw43rojgzrwvy3jh,sig_f9wzozm46mhxm8vc,bsgn_iajrjkey80l8t1ak,zkp_nepia208j8xavx3o,"share_4hl1shad36f7huc8,share_c8eu66neths8y8n1,share_i8sqyo9ewk90vdn8",created,False,tally_2u4zz52dvtapal9d,52d2aa6401b957f244c125114018a1cfff2eb214866e4e960b8dd48787428bf0,audit,No issue
J429U950UU6P,2025E1,B02231,CandidateE,2025-09-20T11:36:00,reg_znsyvg4ksbulv2es,enc_w813eovfn9ghbyp3,sig_c3b75e5ggt77k3iw,bsgn_fz2dvof9gre47u7x,zkp_3torjmfkifdvrudf,"share_a2x9juy68m3atima,share_dz9ctvzsahwahsqh,share_zax95p7x3qunmp3u",invalid,False,tally_lhoo7abbsj4amjlr,135f1a726b55fea98e728896cf8a0776f917fb562c589aeb0dfc0ad95182043c,verification,Late ballot
9ZL6O0YZ0M7T,2025E3,B02232,CandidateC,2025-09-20T10:23:00,reg_66x5eu6ukcd9ooa9,enc_syz8ym5uys6zza2i,sig_j6hnxj7jcw914zsn,bsgn_4kxg8io13x1hu8ny,zkp_psq4iqmc263s1gbu,"share_h86kg1ja8kf9uk4y,share_sblarjpacvq4frs4,share_vi2l03ys6i9cbcws",submitted,True,tally_sa7m4gz8ud7jlipe,a7803688eaa314704e149a21df4e7afa87d17c837fb18e6c603e5c11bb93603d,audit,Manual review
9D22YO97VAX7,2025E1,B02233,CandidateE,2025-09-20T15:12:00,reg_wq82mdht6oz8ard2,enc_mgmunbryxcnqilkc,sig_n9gomom52w7l2go7,bsgn_z9xxn9063tz29knl,zkp_5ad63viq2nooj7xe,"share_kuhjwa8pof3qqzbt,share_kooe1f77a5p0eona,share_n3b6zftd93nft256",submitted,True,tally_uuc71wzzrf3zqewy,d0c9b8729f13423a93a638e1873c1000c2a3930b0d2bd80ea3498a9eaa6fb5f4,ballotsubmission,No issue
2PSH6G220YRX,2025E2,B02234,CandidateE,2025-09-20T11:18:00,reg_7m2arwc83l6lv3x9,enc_ru5xjb311dz20v50,sig_x3kpmdb3keeq9vw5,bsgn_6woe8prh5n3ugzx3,zkp_9qh6u6f78e4rpchg,"share_dcrxsb6k4ukwxlkd,share_mu1834kwz21ckikz,share_z5lyoidilxso2zr6",submitted,True,tally_8hir2ct6jsvqzkgc,26627f91bec42e77ef928b646cc0a9f3b2ca4b791147b2f627dad3c3782ab906,verification,Late ballot
IQ9WMK3TA7HD,2025E2,B02235,CandidateA,2025-09-20T13:42:00,reg_z0vf43af52r63yo4,enc_tcdah63ra98qxxhp,sig_3x3ztywsfipq5y67,bsgn_5ocuaf87u8fol2jb,zkp_n825octc64oggiqa,"share_yam04cm6b7483fio,share_1lx8a3bkyoh9bg48,share_h8h0qw23opt01gr4",created,False,tally_6ox0vakf50zbl4wg,b389c1cae8960382cbfd2e5c054108167e8b523001cbfc0c3a08b6489fb0490e,audit,No issue
SMZ24OZN9JNZ,2025E3,B02236,CandidateC,2025-09-20T17:06:00,reg_8mdm0kzoa4wljjdv,enc_pbbxgdr4ntwlv09f,sig_ojkxtkjvlqoik6j7,bsgn_55k88rdwz2rzejun,zkp_wgqlgyw38z43l5ag,"share_c0pcr76l2ed04ixa,share_hdywlgtz5qdfb6gs,share_ygm2wqa4eyiog81e",submitted,False,tally_odiem79kao5rd2wv,48574aa94451bc2c000580ff618e380a49e24849de490c0fb7e70880e8990f94,registration,OK
8Z6G5WKMTZVO,2025E2,B02237,CandidateA,2025-09-20T16:54:00,reg_maxg6o7jos02oopr,enc_8jcaz5w2dc0kb9zh,sig_3omz02f47rnu23nn,bsgn_1da3vyoo7jtvawtx,zkp_p24rpewaoszjtnz3,"share_ubwjeeou54qvrp2a,share_yyr7vrr7g93i1jnj,share_kib56f9kww7k7882",created,False,tally_bfcky6699kw60o6o,9a5c664f4e90511363e3a60d45c6f4145f0c36e57c4be901f55b1fe82a436e12,audit,Manual review
9S5MCSRXORKT,2025E2,B02238,CandidateE,2025-09-20T09:45:00,reg_dwg1r0o6210ed9p2,enc_offpcwb8348v16rp,sig_5a9copxndlx78mnq,bsgn_ilkftn4i1va29uyf,zkp_kqz3g31ysdwq1gww,"share_eltydgcne7gireoj,share_hfshmqoz9161ueqa,share_w6k75w1ocq52gyk8",verified,False,tally_k1ih66qm838apakq,e1e4bb664256b493c8a78ff4facfb76b832a17b8addf61ff90437e3f0ac6e562,tally,OK
KMHFZRRBHO61,2025E1,B02239,CandidateA,2025-09-20T10:59:00,reg_wz07njfl1bwf7361,enc_bkk1bk1z82fbcmr8,sig_1lrjwgnv59wr58y0,bsgn_5km8zzepiu38f1r9,zkp_9u71pmpy6ol4ix6g,"share_1y60wdy61p3uwesf,share_nu7gldvprrp6x1iu,share_6z1zlzhs5l99ej1h",invalid,True,tally_uhi5xjz73y97bbpb,9c64c4d16db6cd18887a8d8bd8cad00b20e796ea7e6f3c7e42be99851b33a514,registration,OK
G1Q8I1213W87,2025E3,B02240,CandidateE,2025-09-20T14:27:00,reg_77l1s8msdryvcu6i,enc_0d514vro4gr3bywd,sig_94gbtrmosafj7v3u,bsgn_xp0t75vg09wfhnzp,zkp_gi1ztuldcrepyxbi,"share_cd1hy04urf3vtreu,share_2nb6v1kqildsd7zs,share_t9j7ok1e3cqjkq36",verified,False,tally_8dydzck67y8z2bw7,778f4e9f2240143e4f757f7c67ecc1b83ca491da858e49c7b4f8b495e47000ad,verification,Late ballot
1PJD6V247BTU,2025E3,B02241,CandidateA,2025-09-20T12:21:00,reg_fq2k2frqlkkwpzfa,enc_1s5wwtm2ybya3w1q,sig_q02ehkyi01x821vq,bsgn_v0kc999f93da5dk2,zkp_wialeb5qutaigqhi,"share_5lbk2hysqdyqjj3i,share_20yf4phmxn43g7ii,share_kro2fwlu843lnp5r",created,True,tally_0h88e51uhmph5xix,689526aa4ef13193dc4c64d0544b160cce8eba3ff6b6051d775f64c7d2cd7886,audit,Manual review
89Q662Y5QIF1,2025E3,B02242,CandidateC,2025-09-20T08:26:00,reg_ltv8kmewmphr4ldl,enc_lgihchrje9palaqo,sig_6orv1cmj2lorgop5,bsgn_e1nzr12v2pfqf3pq,zkp_wegf95ot9ho28zxa,"share_uv7hvmr1a8ysappb,share_cbxf8abn8h519vsd,share_0ijnsl38zk2v6uze",verified,False,tally_femwnolzgphyv208,b6f315736866b6d553ba1b5283fcfc27c3237eb59cab1db7ef01120f376ac3cd,verification,OK
3DHERYBOB76F,2025E1,B02243,CandidateB,2025-09-20T11:07:00,reg_huzwsitq8bp2jfju,enc_4wbzf8kf8v0bkey5,sig_rg81zrixlmsb562o,bsgn_m50ilc1wd1y7dei3,zkp_jn5jubsa7cbt2dzk,"share_agdbt434ei1jk7xt,share_p6tukrjy1c04y78u,share_7a6jx71z3jvo3n13",submitted,True,tally_p3iptc2vgt61hqgr,1ef8458fed5a2962761e1ed1d1a9a3ee9d6cf9b2634ff534094ca99f381f460f,verification,No issue
EMRNZUBVCWQZ,2025E3,B02244,CandidateD,2025-09-20T13:25:00,reg_rcazco9xqil5xls1,enc_zeiky496w2e6fvmn,sig_35u4e4afurye3frj,bsgn_oqg2g5874fkhaq8s,zkp_6ajp3latual5ffxm,"share_et74o6y6uocfrov6,share_9alq99xsynad9l8l,share_mmvpe6qf357mw4m1",invalid,False,tally_3fjt7x4zkp5qcdvi,0b5baa1183e624b0ce1357d89f31f1a4fa0e710442e553092ec271439cdbdaaa,audit,Late ballot
2QOSSW3MV837,2025E3,B02245,CandidateD,2025-09-20T15:24:00,reg_9spt78osvgc2m4g9,enc_w89n6wtjwl70ufv5,sig_urh5wvhfg2rm3lov,bsgn_wntx2piyyvl1q0s6,zkp_fsqgvfvhkehy8cme,"share_cyl9mac3pmlbexs7,share_6x6mhtttfbc1rwoz,share_jem2eojy0kst6699",invalid,False,tally_gfk0van599j32o7t,7c76e9c71a4c4b81e92f12558a39e6ad1a8ba358e45e1cfb7259e84c36bc6c4b,registration,Late ballot
JFFZXG4RFIHN,2025E2,B02246,CandidateC,2025-09-20T17:45:00,reg_o7320hufp12vzppe,enc_xn8qf4u2w0mz4y2l,sig_k43cg0hu1q6toc0h,bsgn_pumxtxv8k1vdp99w,zkp_fxowzd3v1h1qz38i,"share_puntf1mty0fmel3g,share_iikhrgjaujnh283k,share_lzjmwxunmxfr4p2z",created,False,tally_b5tbiximdt2d3m12,0d579865df4d91ae1d9e7bc6c87bb20cf049e4c7478b8a8cb34c1498197ebc7f,ballotsubmission,Manual review
NG187PZTWVQT,2025E3,B02247,CandidateE,2025-09-20T15:04:00,reg_gip19idw9u57hfjb,enc_gqz01vsur4owzaxn,sig_0sfc7xlinjmc1s4i,bsgn_xycduq84tpj24rp3,zkp_hs6tpfrbecxqsqnq,"share_aqgv5z1060mx9hn0,share_oyt0vtdkb4lng4ts,share_1s0clupl3uiv2shl",created,False,tally_yyz68thkunay6ruc,d44333f8bcfd82bb19323733018c7461e3fb80b47eb726cecaa7e3fd9c46337c,audit,OK
PASKKZDK93R4,2025E3,B02248,CandidateD,2025-09-20T11:04:00,reg_mivp8gue6mj5r1hp,enc_ps1g9n93ygpome53,sig_05kt774e6y8rq7ct,bsgn_rxxcoe1py94uusb8,zkp_23kxomt8pbob3667,"share_u8lrfaiqbkpq6tl5,share_ulnkkv1evpchfbio,share_rie6izwzcpsxhee5",submitted,False,tally_ei6pl9d9e9snmo3x,0509de5f31b5536ab8997f9c974caba0522a5c3ca8bdba3185d3aa515ad6b295,audit,Late ballot
CURZOI8DCM3O,2025E2,B02249,CandidateC,2025-09-20T16:29:00,reg_hk6cc97ymi51xpxb,enc_4uvhovofgzhtixok,sig_1cfyc6fle5mf4yz3,bsgn_v24rmwtck7xmuewe,zkp_zp38grfoy2i6zdjr,"share_pidi6h2aouri1mpd,share_axnumrmb4wzvnuvg,share_cgugxk3at21uepkb",created,True,tally_xo3ju8ofsdccgfdo,5017d6e516035e2768a1674c9b63206d0347bfa208986ac7bb1f44f9e89aa488,audit,Manual review
7906R1CW7YCP,2025E3,B02250,CandidateC,2025-09-20T14:07:00,reg_knr0djix3nsswkle,enc_m8zw94cyi72ud5tz,sig_cg51x4vp4kkgovkz,bsgn_bi5pilvbl14hmzlj,zkp_l4csbwyic09uokye,"share_aw8l2kyophetc0kv,share_h3dvnk53z5g8z6il,share_m3hd7zkwz6enydnr",verified,False,tally_dpvcm5iq5dhv68a7,bb13422785815185dc5edda0f8b221c988154757ddb492c426c81601b686ab3a,ballotsubmission,No issue
Y82OVBF2JI3Z,2025E3,B02251,CandidateE,2025-09-20T10:12:00,reg_e826ekukm27quaeq,enc_ofu957t3h207s47p,sig_iqjhrmii3ho277wv,bsgn_8iale5i1mr3z3cle,zkp_bw1t0a75qlho3vav,"share_o7wk58d03olf3wnm,share_raxolqwyxdacucr1,share_fg2csbsjb8e7txj9",created,False,tally_n0r8k5fk2za3uwr1,8289e6d0c406c97d16e3b86654eaf3930db618023370d33cb5ac874056320a98,ballotsubmission,Manual review
1TRH3UXSL6TA,2025E2,B02252,CandidateA,2025-09-20T12:13:00,reg_q4mmdo914f66o3t6,enc_lehbr3kiu8e3k1ph,sig_ba7lo3m0hk8jz87s,bsgn_bhjmf339hmup6bil,zkp_5i3534xyqn9lbtgj,"share_11q8h3b072b77zv9,share_mdusm1azja0l1rvu,share_jdx9h7okyf9dzxjt",verified,True,tally_8b52du88i95bzosn,63fbdba4e21f6415cf80dba24eaa50bd2e15fc3c0c1ac160683eb8942037b699,ballotsubmission,Manual review
IEBHXVM5CXOF,2025E2,B02253,CandidateA,2025-09-20T11:36:00,reg_cgsh093t4rozbung,enc_xabaqv7l3os6z60z,sig_rwgbhnxp4vriv7xs,bsgn_ui50tg7hgz693wfo,zkp_npplw0d7jus4mfan,"share_tga3mlrwdgvcaupy,share_62cginwzzqsctqbe,share_pjdjf1mjab3iym8r",submitted,False,tally_kh9fe2v6w36kvedl,be2fb9ea211c56aff0f230bbe799b6f6b5faced0aadc65db112e3eb991e5e235,tally,No issue
LJ8XQYPZAMLD,2025E3,B02254,CandidateA,2025-09-20T10:32:00,reg_56780gt1gij6mboi,enc_pdf8xjuum64nx1ma,sig_fw9tgjzy70jn7sfi,bsgn_95euhe8qobyrpig1,zkp_p3p240rskaci9y1r,"share_9o4crl59eydd7gqm,share_cqpdsct6xduc18kt,share_27o7br49gxr7r6oh",created,False,tally_ptxpqu25lekjnjat,09753eba01fcc82dcb4d5d3c8bc5199c6e3a676dbc8814c87c583d1d7a0a1458,verification,OK
ZT9J2P5M49SL,2025E2,B02255,CandidateD,2025-09-20T12:16:00,reg_odxenctjq6qbib7e,enc_y9d26x2ebz7s0uyi,sig_45ni99g6p5jw9559,bsgn_dsx3dq828fte49gu,zkp_hlpjt57rj89m331b,"share_vtszfwvfqmvfxlqk,share_c9n6kk78cbp400o9,share_llji7k1mkdfquo2u",invalid,True,tally_x4gxuz9cc9ybbk9s,c27f559ad2fad3c5ec6ffc6401ecb207c52c27354ca88e9a4472a86a665db119,verification,No issue
QTLP49FELW3S,2025E1,B02256,CandidateC,2025-09-20T14:33:00,reg_le08sxminiqybyy8,enc_nv6nl0n3tdcytnq4,sig_na2t1aqlncrsyzxg,bsgn_y7l9jxxri20tpmbq,zkp_klr5qru7398xbzd8,"share_oy6srelzjjfytd79,share_s1xjy377y6nzczgk,share_nh7a19nhhzfy19sa",created,True,tally_2m3iqe3te182ix8v,2b1683eaebd96e62b84eeb32aac309779cce42ebf84da61466b454d032dbaada,tally,Manual review
0WRXJNKERTPX,2025E3,B02257,CandidateE,2025-09-20T08:32:00,reg_kp57mk418rwog04s,enc_19nzmgushzrgv7eu,sig_z92voz6tgoba8z79,bsgn_uhse61mn9ecykiur,zkp_qkcrfg8456m50gqw,"share_q177qwe6ilrlnwn8,share_qdzh3cbebdhvml4e,share_ikhwanoiyby090ly",invalid,False,tally_duf8zjck1wjp3vib,216772c10c3e6e3d6cf360dca12a54e01abb076c76c0cf544971861e61caf0d0,tally,Manual review
0N65RYIAK2WZ,2025E2,B02258,CandidateA,2025-09-20T17:04:00,reg_ov6ehbo3tu0mpmk0,enc_losmtkjnppboifig,sig_pwftr79um1qjhze0,bsgn_bclsvxr97qh178mt,zkp_pdthoc4jol3lo42f,"share_7498lvxytintigl6,share_pbopfbu5vupvqeym,share_cs32n0gguutfl5x4",created,False,tally_03ja45nhxdau7aqz,29d2b5e1b3a0b375b5004ccda89f7f0518a8bcb0874f6f42daf64ddf0a0faced,verification,OK
ICKER15CES8U,2025E1,B02259,CandidateE,2025-09-20T13:40:00,reg_1zei21le0bteskru,enc_cqhohg67me6m3vfu,sig_ecuziuhdachccpjz,bsgn_vqn343db859ljfig,zkp_wiz4yresip47r752,"share_whcffl5zhre2zm4s,share_3pp10c4gifs4swov,share_gvi1aoczpg7kmhi7",created,False,tally_hji58f9elhef88x6,19879f96f0c2f03c25b7a4b9ad932005e90de2db6abe107c4b90b91af3510fe6,tally,Late ballot
QDUANE76RSJ3,2025E1,B02260,CandidateA,2025-09-20T13:23:00,reg_h9z60bbazbgt4cla,enc_xck639iuo2cu713w,sig_vttsbfpfxgklv75n,bsgn_sivkcertj20uamlf,zkp_gc4yjssfbcv4qod3,"share_v4lzyurbypnbv26d,share_0iu2mm3kge189v52,share_qk8nb1tyk1cfscsa",invalid,True,tally_guo8gwfmv7j5sljt,4be206da03805f093248f3470614281e6261006b94583291964e46c72b78e955,verification,No issue
448J7VNJE91W,2025E1,B02261,CandidateC,2025-09-20T09:07:00,reg_kxw94d717u8hphfe,enc_09oots08qx2vsj3f,sig_cd0a92hilr1gz7pn,bsgn_9k7jlluik5kmefsg,zkp_q1yntvbpbppzqwpl,"share_3knabelctw2gvadf,share_xcnp8u50jtm2xjw1,share_xll90m1kjk5fndpi",invalid,True,tally_ym2o4mmu1fl8rz7h,3441e1604cb3fc2c27a55a536f89a15459458de080393ebcd82234f1433bc982,ballotsubmission,Late ballot
YTT85NNSMX4B,2025E1,B02262,CandidateC,2025-09-20T15:35:00,reg_ob6bs8maxqs6r7b9,enc_e167f7iu5lmpem3b,sig_6mop9yjr58895okq,bsgn_a1ch43rhaq0itqnz,zkp_5gdc19hhoycdwvss,"share_ye6rxlyovnzzxz95,share_1hrvl60wy76ch9dy,share_kc977au4rsu8bg5x",invalid,True,tally_h301i42u3mn6jtnx,5723f0dad9199a2b7d6d9a6a2c06cced6a4a9d6310c18d2fb274b2e10a66f341,registration,Manual review
T9G7GPLX522F,2025E1,B02263,CandidateB,2025-09-20T13:11:00,reg_nhrl97qhmvr3jj0q,enc_c7gpczu4bko47a6a,sig_c0gjwu5727i5zzrd,bsgn_0fn5r7endkjowikz,zkp_pvta4w5uln9rwijx,"share_d5xuuzk3mxa26219,share_tiydkpgpdcvgnmba,share_5idty1vavlgevvlw",created,False,tally_kcf9izuk24filac9,addf50681b540a9977d4dded1326d48cbde86add1153aa37a9ad38cb832318ca,verification,OK
YBWAPWK9ZCBL,2025E3,B02264,CandidateE,2025-09-20T11:32:00,reg_631hicrjrfj9beyt,enc_tma3b1o2jy4uqozu,sig_w9rry7516shlzong,bsgn_22hte7e1lf9m4hzb,zkp_ziv57eqvq1vheacn,"share_ahoerfa7otyb1scz,share_etqaqlsprund7hvy,share_igalp7l26iongmx1",created,True,tally_3i9tzgnez6zl185x,827e541292e78de691d20df3c663ddae721c71b91e616eda986fa038764d1cfc,registration,Late ballot
ZIAV16Q5JTNT,2025E2,B02265,CandidateC,2025-09-20T12:19:00,reg_7cibv933wf34guqj,enc_bceado1ublh2ukr2,sig_57gmg2dyuf0u9f11,bsgn_h38o1nahka3ahkdr,zkp_jffj5xmag5fw2877,"share_tv5hd5scai2th8aq,share_q2taw0v6cn4v1hsh,share_ysej8wpfq23dghb6",submitted,False,tally_rn7uhiqozquj23ez,b9a904b5f79ada9421cf8095c6f3ac4d36e87690977c43787efde08264bcb406,ballotsubmission,No issue
DGFOUVD3LJ5Y,2025E1,B02266,CandidateD,2025-09-20T13:49:00,reg_xg1xfhr8f3x2z8ti,enc_c6zr9tuukez2my9a,sig_2xbwafoqaged5a0h,bsgn_cq6i98asnuldrlta,zkp_g13qitya9na8o896,"share_o8f8fuuoun7q8xsu,share_dunv2nn8a4ia68xa,share_9u4ku0i9d2pk4f4q",invalid,False,tally_0pefp1svydnwbxgw,6ccfe30d82d0e57b92a703e328d1e75f5b9732f3f988ae6c4ca4686d7cc60364,verification,Manual review
O6FA8GCYMKDM,2025E1,B02267,CandidateB,2025-09-20T12:59:00,reg_y6gvjkc826u2zti6,enc_nwpoot8hu2b8e52h,sig_rlooeb9cdd4738o5,bsgn_1qgfy8j09xiipuzi,zkp_9ijv4k5fnp9aysg4,"share_oq7hle0cwpyf8b5q,share_l7wicbgiqcqx6jr1,share_ojpsf4vfd4ehsrf6",submitted,True,tally_lsyg1eetr2avr7f3,a67c580efdd08253d26d0333fce6038990a83f565c1eedf88d7492a7249b5498,ballotsubmission,OK
YQTI69O2DRUN,2025E3,B02268,CandidateD,2025-09-20T09:57:00,reg_21b9nwio4jmwgsjs,enc_fsjodqi6imbww1o8,sig_v8qu4edwxzaxupcz,bsgn_r3sv2e0rl77mu8g5,zkp_2tj7pe1dtn2wl8a7,"share_e647nw0u8xho4nio,share_b60aqg5yeq5g76n0,share_bm1i2iw86avdgqsu",submitted,True,tally_2msugwnl4is989uk,94fdd866bb64a908d44df9f83bf3ff244ea292bddaeb706ad30c0edf47b3024b,ballotsubmission,No issue
OUJ7SJRZ25OX,2025E3,B02269,CandidateB,2025-09-20T11:35:00,reg_khfd731ga602u32m,enc_u01kri2km4j711b2,sig_mv8b3n1g30xfks1e,bsgn_ul7wmaw2zrqi8aze,zkp_fjffucqx3p0m00nd,"share_l69a6oa3sltun0ab,share_9jjhr8vfdayn2k69,share_nbq66ctnxs322hpv",created,True,tally_ncjosoyu860qrn0h,4e3f09503a2710cb9b391ea332f7729d26d1b7e23cc5cabde683c77652de9f1e,tally,No issue
0T7MWJWSNE2R,2025E3,B02270,CandidateC,2025-09-20T17:36:00,reg_iki8tiho9pctbap8,enc_y12nxm6lb9l06qaz,sig_ut2paunqlm69qp2q,bsgn_p3fihbsf6mh4yd8c,zkp_utyg7dgsn2nicl2y,"share_7p5t64s6imcfsc0j,share_miyqchpgocn1mrhx,share_95zbsqxrr0sdiref",verified,True,tally_j45b1x03zewyjtut,30e1f50233f59bae38a24d91592f249659f09f2290dba8521e887bc1e75b2140,tally,Late ballot
AL9ZIUTL4I06,2025E3,B02271,CandidateE,2025-09-20T15:39:00,reg_d9lo6hwt4ykurquf,enc_ftnfdyw4q0s74g1u,sig_94fex8f8dl416xo9,bsgn_egjr6s7nwc9kn818,zkp_v1kw1bwj583ipl2g,"share_er1lfm14ohx4f8q8,share_81lec8x3fihn4ysp,share_gkl2oy8c69vr0bcc",verified,False,tally_0vjzev8xvr6hvj01,71ece634322769d2a47b1e0e480f0ea0a484bfe102a39fc0da69f0d3d6576145,ballotsubmission,No issue
Z69P1LIQ5H4A,2025E3,B02272,CandidateD,2025-09-20T09:11:00,reg_82yokbimnjmiysua,enc_678lue62qgxhv8wm,sig_y3e02mygh6emwbs4,bsgn_o9ckpaeoa8dr2tde,zkp_a1i8m84686sxe500,"share_dx2x7kku63xq2bbz,share_upgk72amhalbqxy2,share_f3yt13xefqb7d9c5",verified,True,tally_207l4srobcgfbxwi,7012840bf721f012a00c1f67e058ee837b0541cfc40f5ac4556e26748a4eeef8,ballotsubmission,No issue
IIMZ3MHZM2QM,2025E2,B02273,CandidateA,2025-09-20T14:40:00,reg_am1sdiyr8wrptbex,enc_7weixzdzwjts9vw1,sig_owjsvv28tnv1jcdf,bsgn_ytrqmansh5q7q4hs,zkp_vv1p4y4rqyw0nma1,"share_l6oex6pgqjtrdrmm,share_xav9ftgqmsrddx32,share_ltbk44f24a1wav44",submitted,True,tally_r543fj6k85he2jaj,aa1b78e57ae48105703c22f78fd5bd8200be43d811b2aa04b1c8241a432d8314,tally,No issue
3JV8FJTGW4DL,2025E1,B02274,CandidateE,2025-09-20T12:38:00,reg_e8r25jyza94joyzd,enc_sazztlq2sojmhks2,sig_rpzpaqpvm1idmgsr,bsgn_3afd3grw9c5vgwcw,zkp_66pp0e8dwaivhejh,"share_k1v8k2g53mnjrbn4,share_etk2lavlmuldmbuh,share_6m6ur06n1wiqhv47",verified,True,tally_v1mprk3p14gm1l5k,9d583c2068fb6b7da88b6bb30f39b5b9cac4618917451861f68e698d36ffcf9f,audit,No issue
OC3ZTEKG92V8,2025E3,B02275,CandidateE,2025-09-20T12:49:00,reg_ltc96m89xpf6pw1o,enc_w0e6zym1s7aopkpz,sig_j1pk443nrcoe2dkh,bsgn_x4zxcj48kj78o7ey,zkp_vwbsivqseaa360fa,"share_4u4la19rqizpsl70,share_4i4vskvhp027dz3h,share_gei36ifa331ivh88",invalid,False,tally_rrqdw24twhfcsvkn,e5b0208318c9cb2b618fc3a85f505b58c018ea2ca429bf32648a20fc586d3840,tally,Late ballot
NU5N033NQKZJ,2025E1,B02276,CandidateA,2025-09-20T14:25:00,reg_izees5zfn3ngw5ha,enc_so6x194c817sxj4k,sig_brv9zx3t0ppfrfrd,bsgn_x83d8crha66rnbzb,zkp_0o9l2wq5nqsznvnp,"share_j12wi0e1pm4hki0s,share_bvhgcx363nkrm2p2,share_0u04spe9qmigzik7",created,True,tally_iwjkgl0qk52fxuti,1557cf8a1be2cfb37b091a19981380acbff379cddccd35da6596ffcd6a25e7d8,verification,OK
6VG5WHHP8PGQ,2025E3,B02277,CandidateE,2025-09-20T08:44:00,reg_y3g3byqz7hy1rwod,enc_j60onehugl62az1x,sig_5kp1j8jtxet4847j,bsgn_9856vzrw8b5mw02t,zkp_h0eqr5y5k4jsujqf,"share_6nst7qswm0a2jyru,share_50b4k38m4h4ptluq,share_et0fft8layyuy5pc",invalid,True,tally_ie5uw1lf9oe2mt90,0460241a2c36f46da9bb291b87eb6d1a885685b48ab15561377111b604165ccf,ballotsubmission,Manual review
J4YA2IDRJT7K,2025E1,B02278,CandidateD,2025-09-20T09:04:00,reg_5x81ssynh45jddpa,enc_xlp2gjq7uqgmvn9l,sig_7tnchkf6fvekbvsg,bsgn_0f9qsxgkqjmniaak,zkp_q88o3ny0jw867j39,"share_5o4igx5wuzyoqaez,share_zjuwpcp7pm8vk06j,share_huhrb8gii1sgbdh7",created,False,tally_ro87ijdl6aldgft3,31d96d08e06ecff4198fc9dbf6dba21c1d5846567017cea67adcccb5d6ae4eb7,registration,Manual review
